FID,the_geom,fid,country,name,gppd_idnr,capacity_m,latitude,longitude,primary_fu,other_fuel,other_fu_1,other_fu_2,commission,owner,source,url,geolocatio,wepp_id,year_of_ca,generation,generati_1,generati_2,generati_3,generati_4,generati_5,generati_6,generati_7,estimated_,estimate_1,estimate_2,estimate_3,estimate_4,estimate_5,estimate_6,estimate_7,estimate_8,estimate_9
global_power_plants_renewable.19756,POINT (-73.6366 43.3085),19756,United States of America,Brookfield Power Glen Falls Hydro,USA0056936,11.8,43.3085,-73.6366,Hydro,,,,1965.2203,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,56.935,58.916,52.51,49.055,62.085,50.485,51.578,U.S. Energy Information Administration,51.48,55.32,38,50.94,48.34,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.19757,POINT (-72.0679 42.2561),19757,United States of America,Brookfield Solar 2013 LLC,USA0060613,2,42.2561,-72.0679,Solar,,,,2014,Soltage LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,3.477,3.146,2.872,3.16,U.S. Energy Information Administration,0,0,2.8,2.98,2.73,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19759,POINT (-72.1221 42.2169),19759,United States of America,Brookfield Wire Company,USA0063232,1.4,42.2169,-72.1221,Solar,,,,2016,Dynamic Energy Solutions  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,2.366,U.S. Energy Information Administration,0,0,0,0,2.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19760,POINT (-71.584 41.9876),19760,United States of America,Brookside,USA0060451,1,41.9876,-71.584,Solar,,,,2015,Terraform Arcadia,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.732,1.616,1.401,U.S. Energy Information Administration,0,0,0,1.65,1.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19761,POINT (-75.9307 42.1047),19761,United States of America,Broome County,USA0060507,4,42.1047,-75.9307,Solar,,,,2018,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.95,2.483,U.S. Energy Information Administration,0,0,0,0,6.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19764,POINT (-76.7731 38.8249),19764,United States of America,Brown Station Road Plant I,USA0050060,2.7,38.8249,-76.7731,Waste,,,,1987,Prince George's County,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17950,2019,6.3916,3.1066,0.3949,0,1.0809,0.181,0,U.S. Energy Information Administration,0,0,0,0,0.48,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19765,POINT (-76.7859 38.8476),19765,United States of America,Brown Station Road Plant II,USA0055964,4,38.8476,-76.7859,Waste,Oil,,,2004,Prince George's County,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17950,2019,5.771,5.611,2.848,4.538,3.123,5.271,3.893,U.S. Energy Information Administration,0,0,0,0,0.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19766,POINT (-72.3222 42.2008),19766,United States of America,Browne Solar LLC,USA0059361,1.4,42.2008,-72.3222,Solar,,,,2014,CleanCapital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0.946,1.607,1.74,1.532,1.523,1.59,U.S. Energy Information Administration,0,0,1.82,2,1.83,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19768,POINT (-75.0594 44.2114),19768,United States of America,Browns Falls,USA0002548,16,44.2114,-75.0594,Hydro,,,,1923,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27791,2019,63.288,61.536,41.733,43.646,70.913,54.595,65.318,U.S. Energy Information Administration,54.79,63.56,49.12,56.08,57.13,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.19769,POINT (-75.4005 38.664),19769,United States of America,Bruce A Henry Solar Farm,USA0058473,4,38.664,-75.4005,Solar,,,,2013,Delaware Electric Cooperative,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67427,2019,2.012,6.233,6.511,7.18,6.3687,6.212,6.5,U.S. Energy Information Administration,0,6.45,6.65,6.48,6.8,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19774,POINT (-69.9678 43.9205),19774,United States of America,Brunswick Hydro,USA0001483,19.6,43.9205,-69.9678,Hydro,,,,1982.3571,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15885,2019,91.351,99.631,86.966,78.718,83.701,84.736,99.126,U.S. Energy Information Administration,91.59,93.94,79.44,93.51,79.13,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.19813,POINT (-70.9905 41.7289),19813,United States of America,Bullock Road Solar 1,USA0061010,1.9,41.7289,-70.9905,Solar,,,,2018,Bullock Road Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,2.6077,7.475,U.S. Energy Information Administration,0,0,0,0,3.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19815,POINT (-73.492 41.659),19815,United States of America,Bulls Bridge,USA0000541,7.2,41.659,-73.492,Hydro,,,,1903,FirstLight Power Resources Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17266,2019,35.446,37.929,24.372,18.677,31.908,48.036,36.365,U.S. Energy Information Administration,24.18,24.2,18.57,22.06,21.17,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.19818,POINT (-71.1753 44.4719),19818,United States of America,Burgess BioPower,USA0058054,75,44.4719,-71.1753,Waste,,,,2013,Berlin Station  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64362,2019,16.444,285.335,0,525.128,492.727,499.251,538.914,U.S. Energy Information Administration,0,0,0,0,13.59,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19820,POINT (-74.8077 40.0928),19820,United States of America,Burlington Coat Factory Solar,USA0062712,2.6,40.0928,-74.8077,Solar,,,,2019,DG Northeast Solar II  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,4.568,U.S. Energy Information Administration,0,0,0,0,4.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19844,POINT (-77.2061 40.2142),19844,United States of America,CASD Solar,USA0057668,1.3,40.2142,-77.2061,Solar,,,,2010,Carlisle Area School District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0.001,0.001,0.001,0.001,0,0.001,0.001,U.S. Energy Information Administration,1.91,1.82,1.8,1.82,1.77,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19847,POINT (-73.9469 41.2662),19847,United States of America,CBP Solar,USA0062613,1.8,41.2662,-73.9469,Solar,,,,2019,EnterSolar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,1.003,2.15,U.S. Energy Information Administration,0,0,0,0,2.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19850,POINT (-76.735 39.2525),19850,United States of America,CCBC-Catonsville,USA0060036,1.6,39.2525,-76.735,Solar,,,,2015,Constellation Solar Holding  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0.47,3.058,2.816,2.639,2.787,U.S. Energy Information Administration,0,0,0,2.58,2.55,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19852,POINT (-74.303 40.8593),19852,United States of America,CCG Marketing,USA0062616,1.5,40.8593,-74.303,Solar,,,,2018,EnterSolar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,2.283,2.289,U.S. Energy Information Administration,0,0,0,0,2.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19853,POINT (-75.1275 39.9231),19853,United States of America,CCMUA,USA0059248,1.5,39.9231,-75.1275,Solar,,,,2012,Camden Solar Center  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.333,2.288,2.403,2.419,2.209,1.882,1.804,U.S. Energy Information Administration,2.39,2.39,2.51,2.3,2.07,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19862,POINT (-72.551 42.2039),19862,United States of America,CED Chicopee Solar,USA0061602,3,42.2039,-72.551,Solar,,,,2017,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,3.796,4.606,4.959,U.S. Energy Information Administration,0,0,0,0,4.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19867,POINT (-71.787 41.795),19867,United States of America,CED Foster,USA0061499,2,41.795,-71.787,Solar,,,,2018,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,4.606,3.197,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19868,POINT (-72.7106 42.3057),19868,United States of America,CED Northampton Solar LLC Hybrid,USA0062695,4.3,42.3057,-72.7106,Solar,,,,2020,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0,U.S. Energy Information Administration,0,0,0,0,7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19869,POINT (-72.7552 42.1756),19869,United States of America,CED Westfield Solar  LLC,USA0060274,2,42.1756,-72.7552,Solar,,,,2016,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,1.062,3.148,3.024,3.249,U.S. Energy Information Administration,0,0,0,0,2.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.19870,POINT (-75.0262 39.9419),19870,United States of America,CES Cherry Hill Solar,USA0060201,1.2,39.9419,-75.0262,Solar,,,,2016,Consolidated Edison Solutions Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61699,2019,0,0,0,1.768,1.702,1.469,1.835,U.S. Energy Information Administration,0,0,0,0,1.8,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.19871,POINT (-71.7222 42.4419),19871,United States of America,CES Sterling LLC,USA0058387,2.4,42.4419,-71.7222,Solar,,,,2013,SunEdison LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70118,2019,0,3.149,2.043,3.411,3.078,2.933,3.1,U.S. Energy Information Administration,0,2.94,3.45,3.58,3.25,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19872,POINT (-77.7271 39.6809),19872,United States of America,CES VMT Solar,USA0060029,1.1,39.6809,-77.7271,Solar,,,,2015,Consolidated Edison Solutions Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,1.714,1.675,1.469,1.539,U.S. Energy Information Administration,0,0,1.66,1.71,1.69,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.19885,POINT (-75.3 44.7),19885,United States of America,CJ Solar I  LLC,USA0061719,2,44.7,-75.3,Solar,,,,2018,Lisbon West,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.538,2.547,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19888,POINT (-72.1586 41.5706),19888,United States of America,CMEEC - Bozrah,USA0060225,2.5,41.5706,-72.1586,Solar,,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0.061,2.688,3.39,2.387,U.S. Energy Information Administration,0,0,0,0,4.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19889,POINT (-72.0792 41.3955),19889,United States of America,CMEEC - Navy NE Trident,USA0060608,1,41.3955,-72.0792,Solar,,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.428,1.244,1.396,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19890,POINT (-72.1046 41.5769),19890,United States of America,CMEEC - Norwich Stott St Solar Hybrid,USA0060609,4.3,41.5769,-72.1046,Solar,Storage,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,4.738,U.S. Energy Information Administration,0,0,0,0,7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19891,POINT (-72.0769 41.3813),19891,United States of America,CMEEC - Polaris Park Solar Hybrid,USA0060607,4.3,41.3813,-72.0769,Solar,Storage,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,5.22,U.S. Energy Information Administration,0,0,0,0,7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19892,POINT (-72.1225 41.5383),19892,United States of America,CMEEC - Rogers Rd Solar,USA0060605,1.5,41.5383,-72.1225,Solar,,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,1.421,1.662,1.617,U.S. Energy Information Administration,0,0,0,0,2.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19893,POINT (-74.3459 41.5618),19893,United States of America,CMR Solar LLC,USA0062486,2,41.5618,-74.3459,Solar,,,,2019,CMR Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,2.26,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19898,POINT (-75.3 44.7),19898,United States of America,COU Solar I  LLC,USA0061720,1.5,44.7,-75.3,Solar,,,,2018,Lisbon East,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.529,1.699,U.S. Energy Information Administration,0,0,0,0,2.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19900,POINT (-72.7069 41.5488),19900,United States of America,CP Middletown Solar I LLC,USA0063374,1,41.5488,-72.7069,Solar,,,,2020,Green Street Power Partners,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19901,POINT (-72.7069 41.5488),19901,United States of America,CP Middletown Solar II LLC,USA0063375,1,41.5488,-72.7069,Solar,,,,2020,Green Street Power Partners,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0,U.S. Energy Information Administration,0,0,0,0,1.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19915,POINT (-72.653 41.7505),19915,United States of America,CT Resource Rec Authority Facility,USA0054945,90,41.7505,-72.653,Waste,,,,1988,NAES Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,252.925,U.S. Energy Information Administration,0,0,0,0,16.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19921,POINT (-72.5793 42.5875),19921,United States of America,Cabot,USA0001629,61.8,42.5875,-72.5793,Hydro,,,,1916,FirstLight Power Resources  Inc. - MA,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36689,2019,339.241,330.568,280.034,245.978,326.039,332.837,300.498,U.S. Energy Information Administration,225.09,238.04,156.02,226.12,203.17,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.19922,POINT (-72.61 42.2),19922,United States of America,Cabot Holyoke,USA0009864,2.6,42.2,-72.61,Hydro,,,,1917.1538,City of Holyoke Gas and Electric Dept.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22278,2019,10.311,8.863,9.186,4.915,4.145,2.51,5.228,U.S. Energy Information Administration,10.23,11.89,8.64,10.56,10.32,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.19925,POINT (-72.6119 44.5776),19925,United States of America,Cadys Falls,USA0003765,1.6,44.5776,-72.6119,Hydro,,,,1930.5,Village of Morrisville - (VT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26880,2019,3.911,3.155,2.667,2.336,2.144,1.403,1.923,U.S. Energy Information Administration,4.22,4.25,4.22,4.26,3.68,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.19926,POINT (-73.6219 44.695),19926,United States of America,Cadyville,USA0002522,5.5,44.695,-73.6219,Hydro,,,,1957.6364,New York State Elec & Gas Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27584,2019,28.338,23.73,21.672,23.94,28.173,24.547,22.278,U.S. Energy Information Administration,20.76,21.87,18.41,21.28,18.96,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.19931,POINT (-72.875 40.8224),19931,United States of America,Calabro Airport North Solar Project,USA0063497,1.3,40.8224,-72.875,Solar,,,,2020,Agilitas Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0,U.S. Energy Information Administration,0,0,0,0,2.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19932,POINT (-72.8571 40.8115),19932,United States of America,Calabro Airport South Solar Project,USA0063498,1.2,40.8115,-72.8571,Solar,,,,2020,Agilitas Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0,U.S. Energy Information Administration,0,0,0,0,1.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.19935,POINT (-74.3125 40.8386),19935,United States of America,Caldwell Wastewater Treatment Plant Hybrid,USA0062027,1.9,40.8386,-74.3125,Storage,Solar,,,2017,Caldwell Wastewater Treatment Plant,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0.883,0.867,U.S. Energy Information Administration,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
