FID,the_geom,fid,country,name,gppd_idnr,capacity_m,latitude,longitude,primary_fu,other_fuel,other_fu_1,other_fu_2,commission,owner,source,url,geolocatio,wepp_id,year_of_ca,generation,generati_1,generati_2,generati_3,generati_4,generati_5,generati_6,generati_7,estimated_,estimate_1,estimate_2,estimate_3,estimate_4,estimate_5,estimate_6,estimate_7,estimate_8,estimate_9
global_power_plants_renewable.21622,POINT (-75.4042 44.6172),21622,United States of America,Heuvelton,USA0002573,1,44.6172,-75.4042,Hydro,,,,1924,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27819,2019,5.413,4.727,4.518,3.485,4.07,3.473,4.07,U.S. Energy Information Administration,4.36,4.19,4.23,4.24,3.85,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21624,POINT (-75.0079 44.7052),21624,United States of America,Hewittville Hydroelectric,USA0050268,3,44.7052,-75.0079,Hydro,,,,1984,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12371,2019,17.596,14.622,14.397,14.091,16.128,13.397,15.573,U.S. Energy Information Administration,12.87,13.01,11.56,12.18,11.55,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21625,POINT (-71.1829 42.6247),21625,United States of America,Hewlett-Packard (HP) - Andover  MA,USA0060099,1.7,42.6247,-71.1829,Solar,,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0.786,1.763,2.266,U.S. Energy Information Administration,0,0,0,0,2.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21634,POINT (-77.3817 43.0817),21634,United States of America,High Acres Gas Recovery,USA0050568,9.6,43.0817,-77.3817,Waste,,,,2002.3333,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,80.314,78.275,72.014,79.138,68.204,49.312,65.666,U.S. Energy Information Administration,0,0,0,0,1.73,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21635,POINT (-76.4961 43.4436),21635,United States of America,High Dam,USA0002574,11.9,43.4436,-76.4961,Hydro,,,,1934.1765,Oswego City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27817,2019,45.96,49.807,45.107,35.598,43.257,30.254,43.617,U.S. Energy Information Administration,51.26,53.52,46.41,53.53,50.83,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21637,POINT (-75.3731 43.9247),21637,United States of America,High Falls - Croghan NY,USA0002575,6,43.9247,-75.3731,Hydro,,,,1925,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27824,2019,30.246,35.077,25.565,27.824,35.027,31.952,37.802,U.S. Energy Information Administration,24.18,25.41,21.31,24.88,23.64,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21638,POINT (-73.7492 44.6389),21638,United States of America,High Falls - Saranac NY,USA0002530,15,44.6389,-73.7492,Hydro,,,,1952,New York State Elec & Gas Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,85.217,75.823,69.642,66.265,58.67,50.706,42.921,U.S. Energy Information Administration,57.32,61.51,49.09,58.75,53.56,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21644,POINT (-78.4269 42.7794),21644,United States of America,High Sheldon Wind Farm,USA0056953,112,42.7794,-78.4269,Wind,,,,2009,Invenergy Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57065,2019,267.335,270.677,258.144,267.599,230.66,246.715,255.092,U.S. Energy Information Administration,307.99,300.88,295.6,297.37,288.69,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.21650,POINT (-78.6806 40.3196),21650,United States of America,Highland North Wind Farm,USA0057991,75,40.3196,-78.6806,Wind,,,,2012,RWE Renewables Americas LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,198.72,211.196,192.313,198.012,206.443,206.538,183.138,U.S. Energy Information Administration,266.09,255.27,200,250.44,240.06,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.21653,POINT (-78.6908 40.3042),21653,United States of America,Highland Wind Project (PA),USA0057139,62.5,40.3042,-78.6908,Wind,,,,2009,RWE Renewables Americas LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63894,2019,138.7,148.828,129.457,137.512,147.258,138.776,116.444,U.S. Energy Information Administration,205.52,197.83,179.01,188.82,189.37,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.21656,POINT (-74.9331 44.5306),21656,United States of America,Higley,USA0002576,6,44.5306,-74.9331,Hydro,,,,2003,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27821,2019,40.266,33.444,31.808,33.061,42.251,34.919,39.337,U.S. Energy Information Administration,26.69,26.98,23.08,25.71,24.05,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21662,POINT (-71.894 43.1139),21662,United States of America,Hillsborough Hosiery,USA0010036,1.2,43.1139,-71.894,Hydro,,,,1990,Silverstreet Hydro,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33649,2019,0,1.011,1.855,2.397,4.074,4.955,4.212,U.S. Energy Information Administration,3.39,3.93,4.17,3.39,3.49,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21665,POINT (-73.0708 44.3612),21665,United States of America,Hinesburg,USA0062907,1.9,44.3612,-73.0708,Storage,,,,2019,Viridity Energy Solutions  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,-0.034,U.S. Energy Information Administration,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.21666,POINT (-73.11 42.44),21666,United States of America,Hinsdale Solar PV,USA0062064,2,42.44,-73.11,Solar,,,,2019,NSTAR Electric Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,2.511,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21668,POINT (-70.7969 43.8525),21668,United States of America,Hiram,USA0001493,10.5,43.8525,-70.7969,Hydro,,,,1969.4571,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15899,2019,44.23,49.619,42.501,40.798,39.053,39.979,45.987,U.S. Energy Information Administration,38.39,41.89,29.43,39.49,35.73,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21670,POINT (-77.0506 42.8623),21670,United States of America,Hobart & William Smith College Gates Rd.,USA0063297,1.9,42.8623,-77.0506,Solar,,,,2018,Dynamic Energy Solutions  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,2.869,U.S. Energy Information Administration,0,0,0,0,3.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21678,POINT (-72.8713 42.2125),21678,United States of America,Holiday Hill Community Wind,USA0062897,5,42.2125,-72.8713,Wind,,,,2020,Greenbacker Renewable Energy Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0.139,U.S. Energy Information Administration,0,0,0,0,14.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21679,POINT (-75.1086 40.5997),21679,United States of America,Holland Solar,USA0060763,3,40.5997,-75.1086,Solar,,,,2016,GSRP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69130,2019,0,0,0,4.252,4.287,3.852,3.657,U.S. Energy Information Administration,0,0,0,0,4.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.21682,POINT (-71.4682 42.1696),21682,United States of America,Holliston Solar CSG,USA0060731,1,42.1696,-71.4682,Solar,,,,2015,GSRP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37325,2019,0,0,0,1.539,1.546,1.525,1.456,U.S. Energy Information Administration,0,0,0,1.6,1.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21684,POINT (-75.3361 44.2965),21684,United States of America,Hollow Dam Power Partnership,USA0010124,1,44.2965,-75.3361,Hydro,,,,1988,Ampersand Hollow Dam Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30555,2019,2.66,3.049,2.973,2.504,3.347,2.833,1.6,U.S. Energy Information Administration,2.21,2.22,2.35,2.23,1.87,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21686,POINT (-76.7217 43.2603),21686,United States of America,Hollygrove CSG,USA0063051,2,43.2603,-76.7217,Solar,,,,2019,Forefront Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,2.908,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21692,POINT (-73.034 40.7977),21692,United States of America,Holtsville Solar Project,USA0061902,1.2,40.7977,-73.034,Solar,,,,2018,Agilitas Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,1.728,2.056,U.S. Energy Information Administration,0,0,0,0,1.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21693,POINT (-76.3318 39.8272),21693,United States of America,Holtwood,USA0003145,247.3,39.8272,-76.3318,Hydro,,,,1967.6357,BIF III Holtwood LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29945,2019,608.977,871.418,856.236,831.689,1060.281,1250.371,1106.919,U.S. Energy Information Administration,759.24,839.19,532.11,841.49,714.46,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21694,POINT (-72.6824 42.1909),21694,United States of America,Holyoke Solar Cooperative at Mueller,USA0057931,2.7,42.1909,-72.6824,Solar,,,,2012,Holyoke Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63413,2019,4.146,5.09,3.84,4.193,3.831,3.774,3.942,U.S. Energy Information Administration,3.62,3.64,3.88,4.13,3.4,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21695,POINT (-78.441 42.0993),21695,United States of America,Homer Street East,USA0062725,1.6,42.0993,-78.441,Solar,,,,2019,BQ Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,1.555,U.S. Energy Information Administration,0,0,0,0,2.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21696,POINT (-78.4423 42.0981),21696,United States of America,Homer Street West,USA0062724,1.6,42.0981,-78.4423,Solar,,,,2019,BQ Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,1.534,U.S. Energy Information Administration,0,0,0,0,2.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21699,POINT (-71.4657 43.1017),21699,United States of America,Hooksett,USA0002359,1.6,43.1017,-71.4657,Hydro,,,,1927,Central Rivers Power NH  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30822,2019,9.36,7.884,7.157,4.638,7.773,7.058,7.556,U.S. Energy Information Administration,6.54,6.5,5.59,6.52,5.88,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21706,POINT (-71.5263 41.7479),21706,United States of America,Hope Farm Solar  LLC,USA0061840,10,41.7479,-71.5263,Solar,,,,2019,Hope Farm Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,2.501,U.S. Energy Information Administration,0,0,0,0,16.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21707,POINT (-73.6021 42.7264),21707,United States of America,Hope Solar Farm LLC,USA0063371,2,42.7264,-73.6021,Solar,,,,2020,Green Street Power Partners,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21711,POINT (-74.8049 40.328),21711,United States of America,Hopewell Valley High School Hybrid,USA0061473,1.9,40.328,-74.8049,Storage,Solar,,,2016,Hopewell Valley High School,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,1.676,0.667,0.705,U.S. Energy Information Administration,0,0,0,0,0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
global_power_plants_renewable.21713,POINT (-71.5315 42.2035),21713,United States of America,Hopkinton CSG,USA0062760,2,42.2035,-71.5315,Solar,,,,2019,Hopkinton MA 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,1.804,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21724,POINT (-75.0361 41.7748),21724,United States of America,Hospital Rd Community Solar Farm CSG,USA0062155,1.4,41.7748,-75.0361,Solar,,,,2020,Delaware River Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,0.045,U.S. Energy Information Administration,0,0,0,0,2.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21725,POINT (-78.1566 42.4267),21725,United States of America,Houghton,USA0060454,2.6,42.4267,-78.1566,Solar,,,,2015,Terraform Arcadia,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69171,2019,0,0,0,3.171,2.616,2.731,2.88,U.S. Energy Information Administration,0,0,0,3.24,3.33,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21727,POINT (-77.5383 42.3153),21727,United States of America,Howard Wind Farm,USA0057867,59.5,42.3153,-77.5383,Wind,,,,2012.0689,RWE Renewables Americas LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50320,2019,133.81,133.174,128.561,133.297,133.463,124.985,129.123,U.S. Energy Information Administration,197.9,190.36,160.94,169.94,168.57,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.21729,POINT (-74.1675 40.147),21729,United States of America,Howell Solar,USA0060728,7,40.147,-74.1675,Solar,,,,2016,Marina Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,9.09,11.598,11.052,11.825,U.S. Energy Information Administration,0,0,0,0,11.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.21730,POINT (-76.0892 43.6348),21730,United States of America,Howland CSG,USA0063055,2,43.6348,-76.0892,Solar,,,,2019,Forefront Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,2.021,U.S. Energy Information Administration,0,0,0,0,3.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21731,POINT (-73.5956 43.2958),21731,United States of America,Hudson Falls Hydroelectric Project,USA0054953,44,43.2958,-73.5956,Hydro,,,,1995,Boralex Hydro Operations Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,206.724,197.302,180.446,168.098,231.472,201.914,256.984,U.S. Energy Information Administration,161.29,164.09,99.26,160.56,144.15,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21733,POINT (-70.8564 42.2611),21733,United States of America,Hull Wind II,USA0056800,1.8,42.2611,-70.8564,Wind,,,,2006,Hull Municipal Light Plant,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55703,2019,3.1294,4.417,4.707,4.209,4.003,4.922,4.003,U.S. Energy Information Administration,3.92,3.86,4.29,4.24,4.18,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
global_power_plants_renewable.21740,POINT (-72.2997 42.5537),21740,United States of America,Hunt Farm Solar,USA0059820,3,42.5537,-72.2997,Solar,,,,2013,Hunt Farm Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,3.6,3.768,4.106,3.737,3.681,3.846,U.S. Energy Information Administration,0,4.2,4.16,4.39,4.01,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21741,POINT (-70.9602 42.8298),21741,United States of America,Hunt Road Solar,USA0059927,4.5,42.8298,-70.9602,Solar,,,,2017,Citizens Enterprises Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,6.944,7.386,7.618,U.S. Energy Information Administration,0,0,0,0,7.33,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21742,POINT (-74.908 40.652),21742,United States of America,Hunterdon Health System Solar Project,USA0062225,1.5,40.652,-74.908,Solar,,,,2019,NJ Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,1.772,U.S. Energy Information Administration,0,0,0,0,2.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21743,POINT (-73.1961 44.0703),21743,United States of America,Huntington Falls,USA0050713,5.7,44.0703,-73.1961,Hydro,,,,1988,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35979,2019,21.75,18.442,15.548,6.981,12.165,21.711,20.266,U.S. Energy Information Administration,18.32,18.41,17.1,18.4,15.7,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21744,POINT (-73.2906 40.8814),21744,United States of America,Huntington Resource Recovery Facility,USA0050656,28,40.8814,-73.2906,Waste,,,,1992,Huntington Resource Recovery,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,192.021,189.67,188.468,194.698,193.63,189.102,184.119,U.S. Energy Information Administration,0,0,0,0,5.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21751,POINT (-78.6916 43.1709),21751,United States of America,Hydraulic Race,USA0002578,3,43.1709,-78.6916,Hydro,,,,1942,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27825,2019,10.265,9.328,9.716,10.685,9.313,9.217,7.699,U.S. Energy Information Administration,6.24,6.24,6.15,6.25,5.24,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
global_power_plants_renewable.21757,POINT (-78.0061 42.2853),21757,United States of America,Hyland LFGTE Facility,USA0056987,4.8,42.2853,-78.0061,Waste,,,,2008,Innovative Energy Systems Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,32.871,31.579,30.321,37.893,35.479,36.092,37.071,U.S. Energy Information Administration,0,0,0,0,0.86,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21760,POINT (-77.2375 38.6892),21760,United States of America,I 95 Landfill Phase II,USA0054723,3.2,38.6892,-77.2375,Waste,,,,1993,LES Project Holdings LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,24556,2019,16.977,11.357,13.053,17.426,17.876,15.781,20.789,U.S. Energy Information Administration,0,0,0,0,0.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21764,POINT (-74.1601 40.4382),21764,United States of America,IFF Hazlet,USA0060709,3,40.4382,-74.1601,Solar,,,,2015,GSRP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,5.195,4.798,4.561,4.704,U.S. Energy Information Administration,0,0,0,4.73,4.66,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21765,POINT (-74.1546 40.4466),21765,United States of America,IFF Union Beach Project,USA0062306,5.5,40.4466,-74.1546,Solar,,,,2019,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,0,0,3.02,U.S. Energy Information Administration,0,0,0,0,8.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21766,POINT (-76.548 39.267),21766,United States of America,IGS Solar I - BWI2,USA0061465,1.4,39.267,-76.548,Solar,,,,2017,IGS ORIX Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,2.322,2.485,2.646,U.S. Energy Information Administration,0,0,0,0,2.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21767,POINT (-76.548 39.27),21767,United States of America,IGS Solar I - BWI5,USA0061358,1.1,39.27,-76.548,Solar,,,,2017,IGS Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,1.969,1.763,0.303,U.S. Energy Information Administration,0,0,0,0,1.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
global_power_plants_renewable.21768,POINT (-74.255 40.582),21768,United States of America,IGS Solar I - EWR5,USA0061359,1.9,40.582,-74.255,Solar,,,,2016,IGS Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,3.6,3.469,3.661,U.S. Energy Information Administration,0,0,0,0,2.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.21769,POINT (-74.257 40.583),21769,United States of America,IGS Solar I - EWR6,USA0061360,1.9,40.583,-74.257,Solar,,,,2016,IGS Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,3.189,3.102,3.302,U.S. Energy Information Administration,0,0,0,0,2.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,SOLAR-V1
global_power_plants_renewable.21771,POINT (-76.926 39.021),21771,United States of America,IKEA College Park 411,USA0058015,1,39.021,-76.926,Solar,,,,2012,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.4296,1.4751,1.4523,1.496,1.436,1.37,1.439,U.S. Energy Information Administration,1.59,1.59,1.6,1.55,1.43,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21772,POINT (-75.3064 40.0952),21772,United States of America,IKEA Conshohocken Rooftop PV System,USA0061819,1,40.0952,-75.3064,Solar,,,,2013,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,1.212,0.875,0,U.S. Energy Information Administration,0,1.65,1.63,1.57,1.51,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21780,POINT (-72.92 41.2957),21780,United States of America,IKEA New Haven Rooftop PV &  Fuel Cell,USA0061820,1.1,41.2957,-72.92,Solar,Gas,,,2013.3636,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,0,0,0,0,2.887,2.867,2.824,U.S. Energy Information Administration,0,1.55,1.64,1.67,1.53,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
global_power_plants_renewable.21783,POINT (-76.0553 39.5608),21783,United States of America,IKEA Perryville 460,USA0058014,2.1,39.5608,-76.0553,Solar,,,,2013,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66803,2019,2.1295,2.0919,5.3203,5.45,5.14,5.315,5.23,U.S. Energy Information Administration,0,3.24,3.35,3.22,3.24,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
